"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Linseed","Kerala","Rabi","","","","","","0.00","","","","","","","","",""
"Linseed","Kerala","Total","","","","","","0.00","","","","","","","","",""
"Linseed","Ladakh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Madhya Pradesh","Rabi","0.61","0.77","0.49","0.48","","0.42","0.57","0.33","0.33","","689.00","745.00","683.00","696.00",""
"Linseed","Madhya Pradesh","Total","0.61","0.77","0.49","0.48","","0.42","0.57","0.33","0.33","","689.00","745.00","683.00","696.00",""
"Linseed","Maharashtra","Rabi","0.06","0.06","0.07","0.05","","0.03","0.02","0.02","0.02","","420.00","377.00","371.00","318.00",""
"Linseed","Maharashtra","Total","0.06","0.06","0.07","0.05","","0.03","0.02","0.02","0.02","","420.00","377.00","371.00","318.00",""
"Linseed","Manipur","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Manipur","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Meghalaya","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","600.00","600.00","600.00","600.00",""
"Linseed","Meghalaya","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","600.00","600.00","600.00","600.00",""
"Linseed","Mizoram","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Mizoram","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Nagaland","Rabi","0.02","0.04","0.03","0.03","","0.02","0.03","0.03","0.03","","790.00","771.00","802.00","800.00",""
"Linseed","Nagaland","Total","0.02","0.04","0.03","0.03","","0.02","0.03","0.03","0.03","","790.00","771.00","802.00","800.00",""
"Linseed","Odisha","Rabi","0.09","0.08","0.08","0.06","","0.04","0.04","0.04","0.03","","488.00","492.00","492.00","551.00",""
"Linseed","Odisha","Total","0.09","0.08","0.08","0.06","","0.04","0.04","0.04","0.03","","488.00","492.00","492.00","551.00",""
"Linseed","Puducherry","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Puducherry","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Punjab","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Punjab","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Rajasthan","Rabi","0.11","0.23","0.12","0.10","","0.14","0.24","0.14","0.13","","1270.00","1072.00","1145.00","1307.00",""
"Linseed","Rajasthan","Total","0.11","0.23","0.12","0.10","","0.14","0.24","0.14","0.13","","1270.00","1072.00","1145.00","1307.00",""
"Linseed","Sikkim","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Sikkim","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Tamil Nadu","Rabi","","","","","","0.00","","","","","","","","",""
"Linseed","Tamil Nadu","Total","","","","","","0.00","","","","","","","","",""
"Linseed","Telangana","Rabi","","","","","","0.00","","","","","","","","",""
"Linseed","Telangana","Total","","","","","","0.00","","","","","","","","",""
"Linseed","Tripura","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Tripura","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Linseed","Uttar Pradesh","Rabi","0.28","0.49","0.49","0.42","","0.17","0.35","0.29","0.26","","608.00","716.00","584.00","627.00",""
"Linseed","Uttar Pradesh","Total","0.28","0.49","0.49","0.42","","0.17","0.35","0.29","0.26","","608.00","716.00","584.00","627.00",""
"Linseed","Uttarakhand","Rabi","","","","","","0.00","","","","","","","","",""
"Linseed","Uttarakhand","Total","","","","","","0.00","","","","","","","","",""
"Linseed","West Bengal","Rabi","0.03","0.03","0.03","0.03","","0.01","0.01","0.02","0.01","","372.00","391.00","485.00","480.00",""
"Linseed","West Bengal","Total","0.03","0.03","0.03","0.03","","0.01","0.01","0.02","0.01","","372.00","391.00","485.00","480.00",""
"Linseed","All India","Rabi","1.97","2.39","1.75","1.69","","1.26","1.67","1.13","1.12","","642.00","698.00","644.00","666.00",""
"Linseed","All India","Total","1.97","2.39","1.75","1.69","","1.26","1.67","1.13","1.12","","642.00","698.00","644.00","666.00",""
"Safflower","Andaman And Nicobar Islands","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Andaman And Nicobar Islands","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Andhra Pradesh","Rabi","0.01","0.05","0.02","","","0.01","0.03","0.01","","","664.00","571.00","478.00","",""
"Safflower","Andhra Pradesh","Total","0.01","0.05","0.02","","","0.01","0.03","0.01","","","664.00","571.00","478.00","",""
"Safflower","Arunachal Pradesh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Arunachal Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Assam","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Assam","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Bihar","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","814.00","821.00","825.00","918.00",""
"Safflower","Bihar","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","814.00","821.00","825.00","918.00",""
"Safflower","Chandigarh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Chhattisgarh","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","333.00","330.00","330.00","330.00",""
"Safflower","Chhattisgarh","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","333.00","330.00","330.00","330.00",""
"Safflower","Dadra And Nagar Haveli","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Dadra And Nagar Haveli","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Delhi","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Delhi","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Goa","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Goa","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Gujarat","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Gujarat","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Haryana","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Haryana","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Himachal Pradesh","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Himachal Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Jammu And Kashmir","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Jammu And Kashmir","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Jharkhand","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","359.00","489.00","767.00","767.00",""
"Safflower","Jharkhand","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","359.00","489.00","767.00","767.00",""
"Safflower","Karnataka","Rabi","0.42","0.62","0.17","0.19","","0.34","0.56","0.13","0.14","","809.00","897.00","745.00","732.00",""
"Safflower","Karnataka","Total","0.42","0.62","0.17","0.19","","0.34","0.56","0.13","0.14","","809.00","897.00","745.00","732.00",""
"Safflower","Kerala","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Kerala","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Ladakh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Madhya Pradesh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Madhya Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Maharashtra","Rabi","0.28","0.32","0.41","0.42","","0.19","0.23","0.32","0.26","","691.00","715.00","771.00","608.00",""
"Safflower","Maharashtra","Total","0.28","0.32","0.41","0.42","","0.19","0.23","0.32","0.26","","691.00","715.00","771.00","608.00",""
"Safflower","Manipur","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Manipur","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Meghalaya","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Meghalaya","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Mizoram","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Mizoram","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Nagaland","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Nagaland","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Odisha","Rabi","0.01","0.01","0.01","0.00","","0.00","0.00","0.00","0.00","","619.00","630.00","630.00","737.00",""
"Safflower","Odisha","Total","0.01","0.01","0.01","0.00","","0.00","0.00","0.00","0.00","","619.00","630.00","630.00","737.00",""
"Safflower","Puducherry","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Puducherry","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Punjab","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Punjab","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Rajasthan","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Rajasthan","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Sikkim","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Sikkim","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Tamil Nadu","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Tamil Nadu","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Telangana","Rabi","0.07","0.09","0.04","0.02","","0.07","0.08","0.04","0.03","","987.00","900.00","1017.00","1316.00",""
"Safflower","Telangana","Total","0.07","0.09","0.04","0.02","","0.07","0.08","0.04","0.03","","987.00","900.00","1017.00","1316.00",""
"Safflower","Tripura","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Tripura","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Safflower","Uttar Pradesh","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Uttar Pradesh","Total","","","","","","0.00","","","","","","","","",""
"Safflower","Uttarakhand","Rabi","","","","","","0.00","","","","","","","","",""
"Safflower","Uttarakhand","Total","","","","","","0.00","","","","","","","","",""
"Safflower","West Bengal","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","600.00","600.00","350.00","350.00",""
"Safflower","West Bengal","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","600.00","600.00","350.00","350.00",""
"Safflower","All India","Rabi","0.79","1.09","0.65","0.64","","0.61","0.90","0.50","0.43","","777.00","826.00","768.00","672.00",""
"Safflower","All India","Total","0.79","1.09","0.65","0.64","","0.61","0.90","0.50","0.43","","777.00","826.00","768.00","672.00",""
"Total Oil Seeds","Andaman And Nicobar Islands","Kharif","0.00","0.00","","","","0.00","0.00","","","","571.00","573.00","","",""
"Total Oil Seeds","Andaman And Nicobar Islands","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Andaman And Nicobar Islands","Total","0.00","0.00","","","","0.00","0.00","","","","533.00","573.00","","",""
"Total Oil Seeds","Andhra Pradesh","Kharif","7.94","5.89","3.27","3.30","2.47","3.39","3.82","2.01","2.89","1.74","426.00","649.00","615.00","877.00","705.00"
"Total Oil Seeds","Andhra Pradesh","Rabi","1.17","1.30","1.00","0.74","","2.10","2.92","1.78","1.27","","1798.00","2245.00","1782.00","1718.00",""
"Total Oil Seeds","Andhra Pradesh","Total","9.11","7.19","4.27","4.04","2.47","5.49","6.74","3.79","4.16","1.74","603.00","937.00","889.00","1031.00","705.00"
"Total Oil Seeds","Arunachal Pradesh","Kharif","0.07","0.08","0.08","0.08","","0.08","0.09","0.09","0.09","","1154.00","1137.00","1141.00","1169.00",""
"Total Oil Seeds","Arunachal Pradesh","Rabi","0.29","0.29","0.29","0.29","","0.30","0.30","0.30","0.31","","1034.00","1038.00","1043.00","1041.00",""
"Total Oil Seeds","Arunachal Pradesh","Total","0.36","0.37","0.37","0.37","","0.38","0.39","0.39","0.39","","1058.00","1060.00","1065.00","1067.00",""
"Total Oil Seeds","Assam","Kharif","0.18","0.06","0.18","0.18","0.01","0.11","0.03","0.11","0.11","0.00","638.00","578.00","641.00","648.00","497.00"
"Total Oil Seeds","Assam","Rabi","2.94","3.15","3.25","3.12","","1.89","2.46","2.54","2.45","","644.00","782.00","783.00","786.00",""
"Total Oil Seeds","Assam","Summer","","","0.04","0.04","","","","0.03","0.03","","","","731.00","725.00",""
"Total Oil Seeds","Assam","Total","3.12","3.21","3.46","3.34","0.01","2.01","2.50","2.69","2.59","0.00","643.00","778.00","776.00","777.00","497.00"
"Total Oil Seeds","Bihar","Kharif","0.26","0.21","0.21","0.12","0.18","0.20","0.20","0.15","0.10","0.15","776.00","972.00","732.00","879.00","857.00"
"Total Oil Seeds","Bihar","Rabi","0.90","0.89","1.05","0.94","","1.01","1.03","1.30","1.12","","1127.00","1161.00","1240.00","1192.00",""
"Total Oil Seeds","Bihar","Summer","","0.04","0.04","0.01","","","0.05","0.05","0.02","","","1389.00","1387.00","1433.00",""
"Total Oil Seeds","Bihar","Total","1.16","1.13","1.30","1.07","0.18","1.21","1.28","1.51","1.24","0.15","1048.00","1134.00","1163.00","1162.00","857.00"
"Total Oil Seeds","Chandigarh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Chandigarh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Chhattisgarh","Kharif","1.09","0.90","0.82","0.75","0.75","0.82","0.74","0.67","0.51","0.58","754.00","821.00","816.00","683.00","773.00"
"Total Oil Seeds","Chhattisgarh","Rabi","0.48","0.41","0.36","0.35","","0.22","0.20","0.16","0.15","","468.00","478.00","448.00","428.00",""
"Total Oil Seeds","Chhattisgarh","Total","1.56","1.31","1.18","1.10","0.75","1.04","0.93","0.83","0.66","0.58","666.00","713.00","703.00","601.00","773.00"
"Total Oil Seeds","Dadra And Nagar Haveli","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Dadra And Nagar Haveli","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Daman And Diu","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Delhi","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Delhi","Rabi","0.04","0.00","0.05","0.05","","0.06","0.00","0.07","0.07","","1300.00","1375.00","1600.00","1600.00",""
"Total Oil Seeds","Delhi","Total","0.04","0.00","0.05","0.05","","0.06","0.00","0.07","0.07","","1300.00","1375.00","1600.00","1600.00",""
"Total Oil Seeds","Goa","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1750.00","2091.00","1833.00","1833.00",""
"Total Oil Seeds","Goa","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2040.00","1482.00","1556.00","1818.00",""
"Total Oil Seeds","Goa","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2025.00","1582.00","1584.00","1820.00",""
"Total Oil Seeds","Gujarat","Kharif","30.13","27.19","26.85","29.06","31.97","62.60","64.20","65.03","69.28","84.46","2078.00","2361.00","2422.00","2384.00","2642.00"
"Total Oil Seeds","Gujarat","Rabi","3.12","3.09","2.78","2.60","","6.32","6.06","5.27","4.87","","2028.00","1961.00","1895.00","1869.00",""
"Total Oil Seeds","Gujarat","Summer","","1.78","1.75","1.79","","","2.31","2.49","2.54","","","1297.00","1422.00","1423.00",""
"Total Oil Seeds","Gujarat","Total","33.25","32.06","31.38","33.45","31.97","68.93","72.57","72.79","76.69","84.46","2073.00","2263.00","2319.00","2293.00","2642.00"
"Total Oil Seeds","Haryana","Kharif","0.18","0.08","0.07","0.13","0.11","0.17","0.08","0.06","0.14","0.12","926.00","959.00","950.00","1018.00","1045.00"
"Total Oil Seeds","Haryana","Rabi","7.27","7.79","7.55","6.93","","13.84","13.26","13.74","14.88","","1905.00","1702.00","1818.00","2146.00",""
"Total Oil Seeds","Haryana","Total","7.45","7.87","7.62","7.06","0.11","14.01","13.34","13.80","15.01","0.12","1881.00","1694.00","1811.00","2125.00","1045.00"
"Total Oil Seeds","Himachal Pradesh","Kharif","0.02","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.01","396.00","406.00","412.00","414.00","414.00"
"Total Oil Seeds","Himachal Pradesh","Rabi","0.08","0.09","0.08","0.08","","0.07","0.07","0.07","0.06","","800.00","804.00","803.00","804.00",""
"Total Oil Seeds","Himachal Pradesh","Total","0.11","0.11","0.10","0.10","0.02","0.08","0.08","0.07","0.07","0.01","716.00","728.00","727.00","725.00","414.00"
"Total Oil Seeds","Jammu And Kashmir","Kharif","0.03","0.04","0.04","0.04","","0.01","0.02","0.02","0.02","","402.00","378.00","413.00","413.00",""
"Total Oil Seeds","Jammu And Kashmir","Rabi","0.43","0.41","0.41","0.41","","0.34","0.36","0.36","0.36","","786.00","880.00","880.00","880.00",""
"Total Oil Seeds","Jammu And Kashmir","Total","0.46","0.46","0.45","0.45","","0.35","0.38","0.38","0.38","","765.00","832.00","838.00","838.00",""
"Total Oil Seeds","Jharkhand","Kharif","0.34","0.30","0.29","0.36","0.24","0.33","0.30","0.32","0.35","0.29","979.00","999.00","1085.00","986.00","1202.00"
"Total Oil Seeds","Jharkhand","Rabi","4.61","4.31","4.40","4.93","","3.65","3.48","3.47","4.26","","792.00","807.00","788.00","864.00",""
"Total Oil Seeds","Jharkhand","Total","4.95","4.61","4.69","5.29","0.24","3.98","3.78","3.78","4.61","0.29","805.00","820.00","807.00","872.00","1202.00"
"Total Oil Seeds","Karnataka","Kharif","9.27","9.61","7.28","7.30","7.20","8.54","9.79","6.29","8.11","7.37","921.00","1018.00","863.00","1111.00","1024.00"
"Total Oil Seeds","Karnataka","Rabi","2.68","2.67","1.36","1.67","","2.66","4.26","1.10","1.71","","993.00","1594.00","811.00","1027.00",""
"Total Oil Seeds","Karnataka","Summer","","0.29","0.16","0.24","","","0.27","0.16","0.21","","","917.00","1031.00","892.00",""
"Total Oil Seeds","Karnataka","Total","11.96","12.57","8.80","9.21","7.20","11.21","14.31","7.56","10.04","7.37","937.00","1138.00","858.00","1090.00","1024.00"
"Total Oil Seeds","Kerala","Kharif","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","358.00","1377.00","1393.00","1371.00","1374.00"
"Total Oil Seeds","Kerala","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1257.00","1422.00","1264.00","773.00",""
"Total Oil Seeds","Kerala","Summer","","0.00","0.00","0.00","","","0.00","0.00","0.00","","","558.00","1018.00","541.00",""
"Total Oil Seeds","Kerala","Total","0.01","0.00","0.01","0.01","0.00","0.00","0.00","0.01","0.00","0.00","448.00","795.00","1100.00","677.00","1374.00"
"Total Oil Seeds","Ladakh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Ladakh","Rabi","0.00","0.01","0.01","0.00","","0.00","0.00","0.00","0.00","","0.00","154.00","154.00","823.00",""
"Total Oil Seeds","Ladakh","Total","0.00","0.01","0.01","0.00","","0.00","0.00","0.00","0.00","","0.00","154.00","154.00","823.00",""
"Total Oil Seeds","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Total Oil Seeds","Madhya Pradesh","Kharif","62.00","66.60","67.77","68.58","61.53","61.84","66.77","65.65","71.05","61.91","997.00","1003.00","969.00","1036.00","1006.00"
"Total Oil Seeds","Madhya Pradesh","Rabi","12.90","10.84","13.84","8.86","","17.37","16.08","19.96","11.41","","1347.00","1484.00","1442.00","1288.00",""
"Total Oil Seeds","Madhya Pradesh","Summer","","0.03","0.11","0.03","","","0.04","0.16","0.04","","","1456.00","1459.00","1460.00",""
"Total Oil Seeds","Madhya Pradesh","Total","74.90","77.47","81.72","77.47","61.53","79.21","82.90","85.77","82.51","61.91","1058.00","1070.00","1050.00","1065.00","1006.00"
"Total Oil Seeds","Maharashtra","Kharif","48.74","51.17","52.74","52.43","50.89","57.81","68.17","54.17","75.96","70.06","1186.00","1332.00","1027.00","1449.00","1377.00"
"Total Oil Seeds","Maharashtra","Rabi","1.61","0.80","0.70","0.76","","1.72","0.41","0.43","0.39","","1063.00","515.00","617.00","516.00",""
"Total Oil Seeds","Maharashtra","Summer","","0.56","1.05","1.33","","","0.79","1.34","1.58","","","1409.00","1275.00","1192.00",""
"Total Oil Seeds","Maharashtra","Total","50.35","52.53","54.49","54.51","50.89","59.53","69.38","55.94","77.93","70.06","1182.00","1321.00","1027.00","1430.00","1377.00"
"Total Oil Seeds","Manipur","Kharif","0.08","0.04","0.03","0.05","","0.06","0.03","0.03","0.05","","669.00","864.00","960.00","950.00",""
"Total Oil Seeds","Manipur","Rabi","0.30","0.32","0.31","0.25","","0.20","0.24","0.23","0.24","","670.00","745.00","720.00","960.00",""
"Total Oil Seeds","Manipur","Summer","","0.03","0.03","","","","0.03","0.02","","","","863.00","880.00","",""
"Total Oil Seeds","Manipur","Total","0.38","0.39","0.37","0.30","","0.25","0.30","0.28","0.29","","670.00","766.00","752.00","958.00",""
"Total Oil Seeds","Meghalaya","Kharif","0.04","0.02","0.02","0.02","","0.06","0.04","0.04","0.04","","1366.00","1891.00","1892.00","1892.00",""
"Total Oil Seeds","Meghalaya","Rabi","0.10","0.12","0.12","0.12","","0.09","0.12","0.12","0.12","","937.00","938.00","938.00","938.00",""
"Total Oil Seeds","Meghalaya","Total","0.14","0.14","0.14","0.14","","0.15","0.15","0.15","0.15","","1067.00","1069.00","1069.00","1069.00",""
"Total Oil Seeds","Mizoram","Kharif","0.02","0.04","0.02","0.02","","0.03","0.04","0.02","0.01","","1165.00","1093.00","1035.00","732.00",""
"Total Oil Seeds","Mizoram","Rabi","0.01","0.01","0.00","0.00","","0.00","0.00","0.00","0.00","","614.00","729.00","761.00","1420.00",""
"Total Oil Seeds","Mizoram","Total","0.03","0.04","0.02","0.02","","0.03","0.05","0.02","0.02","","1044.00","1048.00","980.00","815.00",""
"Total Oil Seeds","Nagaland","Kharif","0.09","0.17","0.18","0.18","","0.10","0.20","0.21","0.21","","1065.00","1165.00","1177.00","1175.00",""
"Total Oil Seeds","Nagaland","Rabi","0.10","0.19","0.19","0.19","","0.10","0.19","0.20","0.20","","986.00","1000.00","1030.00","1051.00",""
"Total Oil Seeds","Nagaland","Total","0.19","0.36","0.37","0.37","","0.20","0.39","0.40","0.41","","1025.00","1079.00","1100.00","1111.00",""
"Total Oil Seeds","Odisha","Kharif","1.01","0.75","0.70","0.81","0.81","0.66","0.56","0.49","0.57","0.57","648.00","742.00","694.00","702.00","704.00"
"Total Oil Seeds","Odisha","Rabi","0.66","0.23","0.30","0.23","","0.79","0.09","0.12","0.09","","1211.00","406.00","403.00","401.00",""
"Total Oil Seeds","Odisha","Summer","","0.49","0.58","0.69","","","0.73","0.86","1.03","","","1485.00","1475.00","1485.00",""
"Total Oil Seeds","Odisha","Total","1.67","1.47","1.58","1.73","0.81","1.45","1.38","1.46","1.69","0.57","869.00","936.00","927.00","976.00","704.00"
"Total Oil Seeds","Puducherry","Kharif","0.01","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","926.00","2414.00","2034.00","1686.00",""
"Total Oil Seeds","Puducherry","Rabi","0.00","0.00","0.00","0.00","","0.01","0.01","0.01","0.01","","2994.00","2953.00","2944.00","2991.00",""
"Total Oil Seeds","Puducherry","Summer","","0.01","0.01","0.01","","","0.01","0.01","0.01","","","1134.00","1025.00","1034.00",""
"Total Oil Seeds","Puducherry","Total","0.01","0.01","0.01","0.01","","0.01","0.02","0.02","0.01","","1705.00","1569.00","1708.00","1491.00",""
"Total Oil Seeds","Punjab","Kharif","0.04","0.04","0.04","0.03","0.03","0.04","0.04","0.04","0.03","0.04","890.00","959.00","1002.00","1135.00","1520.00"
"Total Oil Seeds","Punjab","Rabi","0.45","0.56","0.44","0.43","","0.72","0.89","0.71","0.77","","1582.00","1608.00","1619.00","1771.00",""
"Total Oil Seeds","Punjab","Total","0.50","0.59","0.48","0.46","0.03","0.75","0.93","0.75","0.80","0.04","1522.00","1566.00","1574.00","1730.00","1520.00"
"Total Oil Seeds","Rajasthan","Kharif","23.80","24.26","24.45","25.66","23.32","28.98","35.55","35.82","37.57","36.49","1217.00","1465.00","1465.00","1464.00","1565.00"
"Total Oil Seeds","Rajasthan","Rabi","33.77","39.96","37.78","35.03","","57.90","58.57","57.72","54.34","","1715.00","1466.00","1528.00","1551.00",""
"Total Oil Seeds","Rajasthan","Summer","","0.05","0.07","0.07","","","0.09","0.11","0.12","","","1791.00","1542.00","1663.00",""
"Total Oil Seeds","Rajasthan","Total","57.57","64.27","62.30","60.76","23.32","86.88","94.20","93.65","92.03","36.49","1509.00","1466.00","1503.00","1515.00","1565.00"
"Total Oil Seeds","Sikkim","Kharif","0.03","0.03","","","","0.03","0.03","","","","976.00","976.00","","",""
"Total Oil Seeds","Sikkim","Rabi","0.03","0.02","0.02","0.02","","0.03","0.02","0.02","0.02","","878.00","878.00","870.00","870.00",""
"Total Oil Seeds","Sikkim","Total","0.06","0.05","0.02","0.02","","0.06","0.05","0.02","0.02","","926.00","932.00","870.00","870.00",""
"Total Oil Seeds","Tamil Nadu","Kharif","3.04","2.46","2.17","2.16","1.99","5.99","4.93","4.28","3.95","3.92","1968.00","2007.00","1975.00","1831.00","1971.00"
"Total Oil Seeds","Tamil Nadu","Rabi","1.28","0.87","0.96","0.82","","4.84","2.72","3.11","2.39","","3785.00","3147.00","3228.00","2899.00",""
"Total Oil Seeds","Tamil Nadu","Summer","","0.82","0.88","1.08","","","1.83","1.78","1.78","","","2225.00","2023.00","1645.00",""
"Total Oil Seeds","Tamil Nadu","Total","4.32","4.15","4.01","4.06","1.99","10.83","9.49","9.17","8.12","3.92","2505.00","2288.00","2287.00","1998.00","1971.00"
"Total Oil Seeds","Telangana","Kharif","2.05","2.15","1.95","1.67","1.52","3.24","3.50","3.01","3.16","2.56","1580.00","1627.00","1541.00","1887.00","1688.00"
"Total Oil Seeds","Telangana","Rabi","1.70","1.27","1.09","1.18","","3.57","2.68","2.27","2.23","","2102.00","2109.00","2080.00","1890.00",""
